id,x,y,f_index
49242847,492425,284725,7.42
49252827,492525,282725,6.93
49252847,492525,284725,7.42
49252848,492525,284825,6.05
49262828,492625,282825,6.67
49262829,492625,282925,6.67
49262833,492625,283325,6.68
49262834,492625,283425,7.09
49262846,492625,284625,7.41
49262847,492625,284725,6.78
49262848,492625,284825,6.05
49272828,492725,282825,6.69
49272829,492725,282925,6.68
49272830,492725,283025,6.67
49272832,492725,283225,6.71
49272833,492725,283325,6.67
49272834,492725,283425,7.07
49272835,492725,283525,7.07
49272845,492725,284525,7.4
49272846,492725,284625,7.0
49272847,492725,284725,6.05
49272848,492725,284825,6.04
49272849,492725,284925,6.05
49272869,492725,286925,4.11
49282828,492825,282825,6.77
49282829,492825,282925,6.76
49282830,492825,283025,6.69
49282831,492825,283125,6.76
49282832,492825,283225,6.67
49282833,492825,283325,6.92
49282834,492825,283425,7.07
49282835,492825,283525,7.07
49282836,492825,283625,6.72
49282837,492825,283725,6.72
49282838,492825,283825,6.68
49282839,492825,283925,6.65
49282840,492825,284025,6.57
49282841,492825,284125,6.51
49282842,492825,284225,6.97
49282843,492825,284325,6.72
49282844,492825,284425,7.41
49282845,492825,284525,7.14
49282846,492825,284625,6.05
49282847,492825,284725,6.04
49282848,492825,284825,6.25
49282849,492825,284925,6.83
49282870,492825,287025,4.11
49292828,492925,282825,6.77
49292829,492925,282925,6.74
49292830,492925,283025,6.77
49292831,492925,283125,6.76
49292832,492925,283225,6.72
49292833,492925,283325,7.25
49292834,492925,283425,7.24
49292835,492925,283525,7.23
49292836,492925,283625,6.71
49292837,492925,283725,6.71
49292838,492925,283825,6.69
49292839,492925,283925,6.65
49292840,492925,284025,6.65
49292841,492925,284125,6.99
49292842,492925,284225,7.15
49292843,492925,284325,7.04
49292844,492925,284425,7.11
49292845,492925,284525,6.14
49292846,492925,284625,6.04
49292847,492925,284725,6.23
49292848,492925,284825,6.82
49292849,492925,284925,6.82
49292850,492925,285025,6.83
49292857,492925,285725,6.73
49292858,492925,285825,6.73
49292859,492925,285925,6.73
49292870,492925,287025,4.11
49292871,492925,287125,4.11
49302827,493025,282725,6.77
49302828,493025,282825,6.77
49302829,493025,282925,6.77
49302830,493025,283025,6.73
49302831,493025,283125,6.77
49302832,493025,283225,6.77
49302833,493025,283325,7.12
49302834,493025,283425,7.18
49302835,493025,283525,7.15
49302836,493025,283625,6.72
49302837,493025,283725,6.71
49302838,493025,283825,6.74
49302839,493025,283925,6.81
49302840,493025,284025,6.8
49302841,493025,284125,7.04
49302842,493025,284225,7.11
49302843,493025,284325,6.96
49302844,493025,284425,6.96
49302845,493025,284525,6.42
49302846,493025,284625,6.05
49302847,493025,284725,6.73
49302848,493025,284825,6.82
49302849,493025,284925,6.83
49302850,493025,285025,6.82
49302851,493025,285125,6.62
49302852,493025,285225,6.02
49302853,493025,285325,6.02
49302854,493025,285425,6.02
49302855,493025,285525,6.02
49302856,493025,285625,6.35
49302857,493025,285725,6.73
49302858,493025,285825,6.73
49302859,493025,285925,6.73
49302871,493025,287125,4.11
49302872,493025,287225,4.11
49312827,493125,282725,6.77
49312828,493125,282825,6.77
49312829,493125,282925,6.77
49312830,493125,283025,6.77
49312831,493125,283125,6.78
49312832,493125,283225,6.77
49312833,493125,283325,7.04
49312834,493125,283425,7.04
49312835,493125,283525,7.05
49312836,493125,283625,7.03
49312837,493125,283725,6.94
49312838,493125,283825,7.0
49312839,493125,283925,7.0
49312840,493125,284025,7.0
49312841,493125,284125,7.0
49312842,493125,284225,7.0
49312843,493125,284325,6.96
49312844,493125,284425,6.96
49312845,493125,284525,6.77
49312846,493125,284625,6.57
49312847,493125,284725,6.83
49312848,493125,284825,6.82
49312849,493125,284925,6.82
49312850,493125,285025,6.84
49312851,493125,285125,6.03
49312852,493125,285225,6.02
49312853,493125,285325,6.02
49312854,493125,285425,6.02
49312855,493125,285525,6.02
49312856,493125,285625,6.53
49312857,493125,285725,6.73
49312858,493125,285825,6.73
49312859,493125,285925,6.73
49312860,493125,286025,6.73
49322827,493225,282725,6.77
49322828,493225,282825,6.77
49322829,493225,282925,6.77
49322830,493225,283025,6.76
49322831,493225,283125,6.8
49322832,493225,283225,7.17
49322833,493225,283325,7.24
49322834,493225,283425,7.23
49322835,493225,283525,7.23
49322836,493225,283625,7.05
49322837,493225,283725,7.05
49322838,493225,283825,7.03
49322839,493225,283925,7.0
49322840,493225,284025,7.0
49322841,493225,284125,7.1
49322842,493225,284225,7.21
49322843,493225,284325,7.21
49322844,493225,284425,6.95
49322845,493225,284525,6.74
49322846,493225,284625,6.74
49322847,493225,284725,6.74
49322848,493225,284825,6.73
49322849,493225,284925,6.67
49322850,493225,285025,6.67
49322851,493225,285125,6.02
49322852,493225,285225,6.02
49322853,493225,285325,6.02
49322854,493225,285425,6.02
49322855,493225,285525,6.02
49322856,493225,285625,6.73
49322857,493225,285725,6.73
49322858,493225,285825,6.73
49322859,493225,285925,6.73
49322860,493225,286025,6.73
49332827,493325,282725,6.78
49332828,493325,282825,6.77
49332829,493325,282925,6.77
49332830,493325,283025,6.78
49332831,493325,283125,6.79
49332832,493325,283225,7.23
49332833,493325,283325,7.23
49332834,493325,283425,7.23
49332835,493325,283525,7.2
49332836,493325,283625,7.05
49332837,493325,283725,7.05
49332838,493325,283825,6.98
49332839,493325,283925,6.94
49332840,493325,284025,6.94
49332841,493325,284125,7.09
49332842,493325,284225,7.21
49332843,493325,284325,7.21
49332844,493325,284425,6.88
49332845,493325,284525,6.74
49332846,493325,284625,6.74
49332847,493325,284725,6.74
49332848,493325,284825,6.67
49332849,493325,284925,6.67
49332850,493325,285025,6.67
49332851,493325,285125,6.02
49332852,493325,285225,6.02
49332853,493325,285325,6.02
49332854,493325,285425,6.02
49332855,493325,285525,6.16
49332856,493325,285625,6.73
49332857,493325,285725,6.72
49332858,493325,285825,6.72
49332859,493325,285925,6.72
49332860,493325,286025,6.72
49342826,493425,282625,6.83
49342827,493425,282725,6.83
49342828,493425,282825,6.83
49342829,493425,282925,6.83
49342830,493425,283025,6.83
49342831,493425,283125,6.9
49342832,493425,283225,7.23
49342833,493425,283325,7.23
49342834,493425,283425,7.2
49342835,493425,283525,7.14
49342836,493425,283625,7.11
49342837,493425,283725,7.11
49342838,493425,283825,7.03
49342839,493425,283925,6.94
49342840,493425,284025,6.94
49342841,493425,284125,6.97
49342842,493425,284225,7.21
49342843,493425,284325,7.11
49342844,493425,284425,7.3
49342845,493425,284525,7.86
49342846,493425,284625,6.92
49342847,493425,284725,6.93
49342848,493425,284825,6.67
49342849,493425,284925,6.67
49342850,493425,285025,6.61
49342851,493425,285125,6.04
49342852,493425,285225,6.01
49342853,493425,285325,6.01
49342854,493425,285425,6.02
49342855,493425,285525,6.4
49342856,493425,285625,6.73
49342857,493425,285725,6.73
49342858,493425,285825,6.75
49342859,493425,285925,6.73
49342860,493425,286025,6.73
49342861,493425,286125,6.97
49342862,493425,286225,6.73
49352825,493525,282525,6.09
49352826,493525,282625,6.1
49352827,493525,282725,6.1
49352828,493525,282825,6.1
49352829,493525,282925,6.09
49352830,493525,283025,6.09
49352831,493525,283125,6.1
49352832,493525,283225,7.13
49352833,493525,283325,7.18
49352834,493525,283425,7.14
49352835,493525,283525,7.14
49352836,493525,283625,7.14
49352837,493525,283725,7.14
49352838,493525,283825,7.1
49352839,493525,283925,6.94
49352840,493525,284025,6.94
49352841,493525,284125,6.97
49352842,493525,284225,7.04
49352843,493525,284325,7.04
49352844,493525,284425,7.39
49352845,493525,284525,7.88
49352846,493525,284625,7.38
49352847,493525,284725,7.14
49352848,493525,284825,6.84
49352849,493525,284925,6.67
49352850,493525,285025,6.62
49352851,493525,285125,5.95
49352852,493525,285225,5.96
49352853,493525,285325,5.94
49352854,493525,285425,6.51
49352855,493525,285525,6.75
49352856,493525,285625,6.73
49352857,493525,285725,6.73
49352858,493525,285825,6.74
49352859,493525,285925,6.73
49352860,493525,286025,6.98
49352861,493525,286125,7.0
49352862,493525,286225,6.75
49352863,493525,286325,6.75
49352864,493525,286425,6.75
49352868,493525,286825,6.99
49362824,493625,282425,6.09
49362825,493625,282525,6.09
49362826,493625,282625,6.09
49362827,493625,282725,6.09
49362828,493625,282825,6.09
49362829,493625,282925,6.09
49362830,493625,283025,6.09
49362831,493625,283125,6.1
49362832,493625,283225,6.1
49362833,493625,283325,6.77
49362834,493625,283425,7.07
49362835,493625,283525,7.12
49362836,493625,283625,7.14
49362837,493625,283725,6.84
49362838,493625,283825,6.36
49362839,493625,283925,6.43
49362840,493625,284025,7.09
49362841,493625,284125,7.08
49362842,493625,284225,7.05
49362843,493625,284325,7.03
49362844,493625,284425,7.45
49362845,493625,284525,7.87
49362846,493625,284625,7.2
49362847,493625,284725,7.16
49362848,493625,284825,7.54
49362849,493625,284925,7.56
49362850,493625,285025,7.34
49362851,493625,285125,7.23
49362852,493625,285225,6.95
49362853,493625,285325,6.7
49362854,493625,285425,6.74
49362855,493625,285525,6.74
49362856,493625,285625,6.73
49362857,493625,285725,6.73
49362858,493625,285825,6.74
49362859,493625,285925,6.89
49362860,493625,286025,7.01
49362861,493625,286125,7.01
49362862,493625,286225,6.89
49362863,493625,286325,6.75
49362864,493625,286425,6.74
49362865,493625,286525,6.75
49362866,493625,286625,6.79
49362867,493625,286725,6.99
49362868,493625,286825,6.99
49362887,493625,288725,6.01
49362888,493625,288825,6.01
49372825,493725,282525,6.09
49372826,493725,282625,6.09
49372827,493725,282725,6.09
49372828,493725,282825,6.09
49372829,493725,282925,6.09
49372830,493725,283025,6.1
49372831,493725,283125,6.1
49372832,493725,283225,6.09
49372833,493725,283325,6.86
49372834,493725,283425,6.82
49372835,493725,283525,6.86
49372836,493725,283625,6.44
49372837,493725,283725,6.36
49372838,493725,283825,6.36
49372839,493725,283925,6.38
49372840,493725,284025,7.08
49372841,493725,284125,7.08
49372842,493725,284225,7.08
49372843,493725,284325,7.04
49372844,493725,284425,7.23
49372845,493725,284525,7.87
49372846,493725,284625,7.46
49372847,493725,284725,7.59
49372848,493725,284825,7.01
49372849,493725,284925,6.79
49372850,493725,285025,7.34
49372851,493725,285125,7.41
49372852,493725,285225,7.35
49372853,493725,285325,6.75
49372854,493725,285425,6.75
49372855,493725,285525,6.74
49372856,493725,285625,6.74
49372857,493725,285725,6.8
49372858,493725,285825,6.73
49372859,493725,285925,7.0
49372860,493725,286025,7.01
49372861,493725,286125,7.01
49372862,493725,286225,6.98
49372863,493725,286325,6.75
49372864,493725,286425,6.74
49372865,493725,286525,6.75
49372866,493725,286625,6.88
49372867,493725,286725,7.0
49372868,493725,286825,7.0
49372887,493725,288725,6.0
49372888,493725,288825,6.0
49382826,493825,282625,6.09
49382827,493825,282725,6.09
49382828,493825,282825,6.09
49382829,493825,282925,6.09
49382830,493825,283025,6.09
49382831,493825,283125,6.09
49382832,493825,283225,6.09
49382833,493825,283325,6.32
49382834,493825,283425,6.83
49382835,493825,283525,6.88
49382836,493825,283625,6.86
49382837,493825,283725,6.36
49382838,493825,283825,6.36
49382839,493825,283925,6.36
49382840,493825,284025,6.43
49382841,493825,284125,7.08
49382842,493825,284225,7.2
49382843,493825,284325,7.25
49382844,493825,284425,7.24
49382845,493825,284525,7.7
49382846,493825,284625,7.63
49382847,493825,284725,6.81
49382848,493825,284825,6.79
49382849,493825,284925,6.79
49382850,493825,285025,6.9
49382851,493825,285125,7.36
49382852,493825,285225,7.34
49382853,493825,285325,6.74
49382854,493825,285425,6.74
49382855,493825,285525,6.74
49382856,493825,285625,6.74
49382857,493825,285725,6.74
49382858,493825,285825,6.86
49382859,493825,285925,7.01
49382860,493825,286025,7.01
49382861,493825,286125,6.98
49382862,493825,286225,6.91
49382863,493825,286325,6.91
49382864,493825,286425,6.88
49382865,493825,286525,7.03
49382866,493825,286625,7.12
49382867,493825,286725,7.09
49382868,493825,286825,7.53
49382869,493825,286925,7.66
49382887,493825,288725,6.0
49382888,493825,288825,6.0
49392827,493925,282725,6.09
49392828,493925,282825,6.09
49392829,493925,282925,6.09
49392830,493925,283025,6.09
49392831,493925,283125,6.09
49392832,493925,283225,6.08
49392833,493925,283325,6.41
49392834,493925,283425,6.89
49392835,493925,283525,6.89
49392836,493925,283625,6.88
49392837,493925,283725,6.48
49392838,493925,283825,6.3
49392839,493925,283925,6.03
49392840,493925,284025,6.03
49392841,493925,284125,6.09
49392842,493925,284225,7.26
49392843,493925,284325,7.24
49392844,493925,284425,7.24
49392845,493925,284525,7.25
49392846,493925,284625,7.08
49392847,493925,284725,6.94
49392848,493925,284825,6.88
49392849,493925,284925,6.93
49392850,493925,285025,7.06
49392851,493925,285125,7.58
49392852,493925,285225,7.21
49392853,493925,285325,6.66
49392854,493925,285425,6.61
49392855,493925,285525,6.74
49392856,493925,285625,6.74
49392857,493925,285725,6.74
49392858,493925,285825,6.94
49392859,493925,285925,7.01
49392860,493925,286025,7.01
49392861,493925,286125,6.92
49392862,493925,286225,6.92
49392863,493925,286325,6.92
49392864,493925,286425,6.92
49392865,493925,286525,7.23
49392866,493925,286625,7.32
49392867,493925,286725,7.34
49392868,493925,286825,7.34
49392888,493925,288825,6.0
49402828,494025,282825,6.09
49402829,494025,282925,6.09
49402830,494025,283025,6.09
49402831,494025,283125,6.09
49402832,494025,283225,6.09
49402833,494025,283325,6.62
49402834,494025,283425,6.88
49402835,494025,283525,6.89
49402836,494025,283625,6.89
49402837,494025,283725,6.39
49402838,494025,283825,6.03
49402839,494025,283925,6.03
49402840,494025,284025,6.03
49402841,494025,284125,6.03
49402842,494025,284225,6.73
49402843,494025,284325,6.64
49402844,494025,284425,6.71
49402845,494025,284525,6.71
49402846,494025,284625,7.28
49402847,494025,284725,7.25
49402848,494025,284825,7.24
49402849,494025,284925,7.28
49402850,494025,285025,7.74
49402851,494025,285125,7.9
49402852,494025,285225,6.78
49402853,494025,285325,6.54
49402854,494025,285425,6.54
49402855,494025,285525,6.54
49402856,494025,285625,6.62
49402857,494025,285725,6.76
49402858,494025,285825,6.76
49402859,494025,285925,6.76
49402860,494025,286025,6.92
49402861,494025,286125,6.91
49402862,494025,286225,6.92
49402863,494025,286325,6.92
49402864,494025,286425,6.99
49402865,494025,286525,7.13
49402866,494025,286625,7.13
49402867,494025,286725,7.12
49402868,494025,286825,7.23
49402869,494025,286925,7.29
49402889,494025,288925,6.0
49412829,494125,282925,6.14
49412830,494125,283025,6.08
49412831,494125,283125,6.09
49412832,494125,283225,6.52
49412833,494125,283325,6.57
49412834,494125,283425,6.72
49412835,494125,283525,6.13
49412836,494125,283625,6.35
49412837,494125,283725,6.33
49412838,494125,283825,6.3
49412839,494125,283925,6.03
49412840,494125,284025,6.03
49412841,494125,284125,6.04
49412842,494125,284225,6.59
49412843,494125,284325,6.59
49412844,494125,284425,6.59
49412845,494125,284525,6.7
49412846,494125,284625,6.92
49412847,494125,284725,7.2
49412848,494125,284825,7.29
49412849,494125,284925,7.69
49412850,494125,285025,7.9
49412851,494125,285125,7.89
49412852,494125,285225,7.45
49412853,494125,285325,6.54
49412854,494125,285425,6.54
49412855,494125,285525,6.55
49412856,494125,285625,6.73
49412857,494125,285725,6.76
49412858,494125,285825,6.76
49412859,494125,285925,6.76
49412860,494125,286025,6.95
49412861,494125,286125,7.0
49412862,494125,286225,6.94
49412863,494125,286325,6.81
49412864,494125,286425,6.8
49412865,494125,286525,6.96
49412866,494125,286625,7.15
49412867,494125,286725,7.15
49412868,494125,286825,7.05
49412869,494125,286925,7.19
49412889,494125,288925,6.0
49422829,494225,282925,6.19
49422830,494225,283025,6.66
49422831,494225,283125,7.5
49422832,494225,283225,6.6
49422833,494225,283325,6.6
49422834,494225,283425,6.61
49422835,494225,283525,6.17
49422836,494225,283625,6.29
49422837,494225,283725,6.33
49422838,494225,283825,6.33
49422839,494225,283925,6.28
49422840,494225,284025,6.03
49422841,494225,284125,6.39
49422842,494225,284225,6.59
49422843,494225,284325,6.59
49422844,494225,284425,6.69
49422845,494225,284525,6.92
49422846,494225,284625,6.92
49422847,494225,284725,6.92
49422848,494225,284825,7.11
49422849,494225,284925,7.34
49422850,494225,285025,7.37
49422851,494225,285125,7.9
49422852,494225,285225,7.37
49422853,494225,285325,6.73
49422854,494225,285425,7.15
49422855,494225,285525,6.85
49422856,494225,285625,6.76
49422857,494225,285725,6.76
49422858,494225,285825,6.76
49422859,494225,285925,6.76
49422860,494225,286025,7.03
49422861,494225,286125,7.04
49422862,494225,286225,7.03
49422863,494225,286325,6.8
49422864,494225,286425,6.8
49422865,494225,286525,6.82
49422866,494225,286625,6.85
49422867,494225,286725,7.16
49422869,494225,286925,7.13
49422890,494225,289025,6.2
49432827,494325,282725,6.2
49432828,494325,282825,6.18
49432829,494325,282925,6.6
49432830,494325,283025,6.69
49432831,494325,283125,7.9
49432832,494325,283225,6.6
49432833,494325,283325,6.6
49432834,494325,283425,6.61
49432835,494325,283525,6.13
49432836,494325,283625,6.09
49432837,494325,283725,6.33
49432838,494325,283825,6.33
49432839,494325,283925,6.34
49432840,494325,284025,6.33
49432841,494325,284125,6.61
49432842,494325,284225,6.74
49432843,494325,284325,6.75
49432844,494325,284425,6.91
49432845,494325,284525,6.93
49432846,494325,284625,6.93
49432847,494325,284725,6.92
49432848,494325,284825,6.45
49432849,494325,284925,6.45
49432850,494325,285025,6.45
49432851,494325,285125,7.27
49432852,494325,285225,7.37
49432853,494325,285325,7.31
49432854,494325,285425,7.29
49432855,494325,285525,7.29
49432856,494325,285625,6.76
49432857,494325,285725,6.76
49432858,494325,285825,6.76
49432859,494325,285925,6.84
49432860,494325,286025,7.04
49432861,494325,286125,7.04
49432862,494325,286225,7.04
49432863,494325,286325,6.8
49432864,494325,286425,6.8
49432865,494325,286525,6.8
49432866,494325,286625,6.8
49432867,494325,286725,6.9
49432891,494325,289125,7.0
49442827,494425,282725,6.21
49442828,494425,282825,6.19
49442829,494425,282925,6.63
49442830,494425,283025,6.69
49442831,494425,283125,7.92
49442832,494425,283225,7.51
49442833,494425,283325,6.6
49442834,494425,283425,6.69
49442835,494425,283525,6.16
49442836,494425,283625,6.06
49442837,494425,283725,6.19
49442838,494425,283825,6.29
49442839,494425,283925,6.32
49442840,494425,284025,6.36
49442841,494425,284125,6.87
49442842,494425,284225,6.87
49442843,494425,284325,6.87
49442844,494425,284425,6.87
49442845,494425,284525,6.93
49442846,494425,284625,6.92
49442847,494425,284725,6.93
49442848,494425,284825,6.45
49442849,494425,284925,6.45
49442850,494425,285025,6.45
49442851,494425,285125,7.27
49442852,494425,285225,7.28
49442853,494425,285325,7.29
49442854,494425,285425,7.07
49442855,494425,285525,6.86
49442856,494425,285625,6.74
49442857,494425,285725,6.76
49442858,494425,285825,6.76
49442859,494425,285925,6.94
49442860,494425,286025,7.01
49442861,494425,286125,7.04
49442862,494425,286225,7.04
49442863,494425,286325,6.99
49442864,494425,286425,6.8
49442865,494425,286525,6.8
49442866,494425,286625,6.8
49442867,494425,286725,6.85
49442891,494425,289125,6.99
49442892,494425,289225,6.99
49452826,494525,282625,6.18
49452827,494525,282725,6.18
49452828,494525,282825,6.18
49452829,494525,282925,6.7
49452830,494525,283025,6.7
49452831,494525,283125,7.91
49452832,494525,283225,7.68
49452833,494525,283325,4.85
49452834,494525,283425,4.85
49452835,494525,283525,6.01
49452836,494525,283625,6.14
49452837,494525,283725,6.14
49452838,494525,283825,6.18
49452839,494525,283925,6.25
49452840,494525,284025,6.49
49452841,494525,284125,6.87
49452842,494525,284225,6.87
49452843,494525,284325,6.87
49452844,494525,284425,6.87
49452845,494525,284525,6.88
49452846,494525,284625,6.92
49452847,494525,284725,6.85
49452848,494525,284825,6.45
49452849,494525,284925,6.45
49452850,494525,285025,6.45
49452851,494525,285125,7.27
49452852,494525,285225,7.28
49452853,494525,285325,6.99
49452854,494525,285425,6.7
49452855,494525,285525,6.7
49452856,494525,285625,5.91
49452857,494525,285725,6.1
49452858,494525,285825,6.85
49452859,494525,285925,6.94
49452860,494525,286025,6.96
49452861,494525,286125,6.98
49452862,494525,286225,7.02
49452863,494525,286325,6.9
49452864,494525,286425,6.67
49452865,494525,286525,6.71
49452866,494525,286625,6.8
49452891,494525,289125,6.99
49452892,494525,289225,6.99
49452893,494525,289325,6.99
49462826,494625,282625,6.18
49462827,494625,282725,6.18
49462828,494625,282825,6.6
49462829,494625,282925,6.69
49462830,494625,283025,6.69
49462831,494625,283125,7.7
49462832,494625,283225,6.15
49462833,494625,283325,4.76
49462834,494625,283425,4.76
49462835,494625,283525,5.52
49462836,494625,283625,6.14
49462837,494625,283725,6.14
49462838,494625,283825,6.14
49462839,494625,283925,6.57
49462840,494625,284025,6.87
49462841,494625,284125,6.64
49462842,494625,284225,6.67
49462843,494625,284325,6.7
49462844,494625,284425,6.87
49462845,494625,284525,7.08
49462846,494625,284625,7.18
49462847,494625,284725,7.19
49462848,494625,284825,6.88
49462849,494625,284925,6.45
49462850,494625,285025,6.45
49462851,494625,285125,7.28
49462852,494625,285225,6.91
49462853,494625,285325,6.7
49462854,494625,285425,6.7
49462855,494625,285525,6.14
49462856,494625,285625,5.91
49462857,494625,285725,6.47
49462858,494625,285825,6.85
49462859,494625,285925,6.88
49462860,494625,286025,6.96
49462861,494625,286125,6.96
49462862,494625,286225,6.85
49462863,494625,286325,6.56
49462864,494625,286425,6.56
49462865,494625,286525,6.65
49462866,494625,286625,6.58
49462867,494625,286725,6.56
49462890,494625,289025,6.99
49462891,494625,289125,6.99
49462892,494625,289225,6.99
49462893,494625,289325,6.99
49472827,494725,282725,6.18
49472828,494725,282825,6.66
49472829,494725,282925,6.69
49472830,494725,283025,6.1
49472831,494725,283125,5.11
49472832,494725,283225,5.11
49472833,494725,283325,4.88
49472834,494725,283425,4.75
49472835,494725,283525,4.99
49472836,494725,283625,6.14
49472837,494725,283725,6.14
49472838,494725,283825,6.54
49472839,494725,283925,7.27
49472840,494725,284025,7.28
49472841,494725,284125,6.44
49472842,494725,284225,6.64
49472843,494725,284325,6.64
49472844,494725,284425,6.84
49472845,494725,284525,7.18
49472846,494725,284625,7.18
49472847,494725,284725,7.19
49472848,494725,284825,7.19
49472849,494725,284925,7.06
49472850,494725,285025,7.27
49472851,494725,285125,7.28
49472852,494725,285225,7.28
49472853,494725,285325,6.81
49472854,494725,285425,6.09
49472855,494725,285525,6.65
49472856,494725,285625,6.67
49472857,494725,285725,6.73
49472858,494725,285825,6.82
49472859,494725,285925,6.79
